brand,total_users_reached,total_cost,sponsored_products_s,sponsored_products_u,sponsored_brands_s,sponsored_brands_u,video_s,video_u,OTT_s,OTT_u,sponsored_display_s,sponsored_display_u,display_s,display_u,sales,converted_users
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8362724,143007.20443999997,68040.94000000006,50688,8619.709999999995,57058,1172.9631299999992,103551,13200.963899999995,372212,19.76,11,51952.86740999992,7779204,266381.27,36731
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9440892,156511.1741199999,74514.01000000005,56019,9318.779999999984,61841,1186.6760100000008,117747,14285.858149999996,407105,22.61,10,57183.23995999986,8798170,256889.78,36370
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9601993,158103.7832999999,75605.78000000007,58795,10428.62999999998,69118,1206.6213899999998,112302,12868.050449999995,357842,17.979999999999997,7,57976.72145999985,9003929,280788.56,40530
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10063565,152645.68603999985,70083.55000000006,53193,9005.779999999984,62023,1226.3698,107746,11894.486199999987,331264,27.8,11,60407.700039999814,9509328,275477.21,39321
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11420554,163329.42132999984,70205.3,53238,7942.209999999993,54963,1181.7520799999998,114627,12477.068299999992,349932,7.41,3,71515.68094999985,10847791,271260.74,38593
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11606534,164223.2692199997,70255.38999999994,54115,7894.740000000001,52256,1152.7976899999996,111637,13674.964299999992,401298,0.0,0,71245.37722999975,10987228,273455.68,39015
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12389113,171606.65009999974,72869.67999999996,54477,8501.650000000005,53258,1146.50551,118608,12738.08115,387700,4.96,2,76345.77343999979,11775068,274979.35,39589
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12247764,169344.34473999977,70443.64999999998,51999,7913.69,49517,2076.4450899999997,209421,11855.650299999988,345077,7.92,3,77046.98934999979,11591747,275750.57,39350
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11390350,169364.4686899999,73776.24,56925,8232.759999999998,50526,2167.94275,215033,12228.8613,359843,4.09,2,72954.57463999989,10708021,268438.69999999995,38579
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11187091,167267.01616999993,75288.28000000004,59508,8827.169999999998,55131,1966.5932699999994,173820,12110.560649999994,350234,18.16,7,69056.2522499999,10548391,283959.94,41496
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11451345,170094.91258999996,76929.42000000007,59580,9043.219999999998,58166,2221.3468500000026,205093,11315.324950000002,327704,8.86,6,70576.7407899999,10800796,316254.91,46015
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11226584,161635.09543999983,71581.56999999996,53921,7811.980000000001,48430,2130.9692499999996,194892,10485.547850000004,315905,10.94,5,69614.08833999986,10613431,296945.96,43783
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12195448,176177.33231999984,75597.20999999999,56198,8062.350000000008,49504,2014.289889999999,213822,10372.461599999984,317953,14.990000000000002,6,80116.03082999983,11557965,322919.97,47867
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11173047,167371.85183999973,72665.43999999989,54041,8130.789999999996,49908,2074.9259400000014,231218,10342.148050000002,313261,7.23,3,74151.31784999983,10524616,322127.96,49526
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10689818,162999.00349999976,71918.92999999995,54668,8088.470000000005,47785,2092.746390000002,239679,9824.554450000005,309734,12.1,4,71062.20265999978,10037948,331395.85,52791
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10585351,170623.0391099999,75878.10000000006,58875,9391.269999999997,56437,2230.3346199999974,214192,10551.40925,338849,4.66,2,72567.26523999983,9916996,327289.5,51533
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10709871,172369.67921999987,77881.05000000003,63296,10150.200000000006,63019,2277.612809999999,219719,9896.524050000005,322505,6.12,3,72158.1723599998,10041329,351350.61,55282
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10580573,162111.26820999983,70533.21,55454,8545.820000000002,57050,2152.872459999999,215553,8706.026599999994,283535,8.08,3,72165.25914999984,9968978,349327.01,55443
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10368873,159906.2887399997,65955.85999999991,52997,7530.089999999989,55148,2230.7056300000004,237595,9850.191249999989,312572,0.0,0,74339.4418599998,9710561,330565.36,51683
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10028947,162737.1839699997,67149.44999999995,55655,10420.84999999999,60316,2573.597080000002,278019,9862.231199999991,315626,10.11,4,72720.94568999976,9319327,336497.55,53335
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9277775,162748.41128999976,65192.26000000002,55897,15890.620000000019,64480,1807.9827100000011,183387,9197.302049999993,296320,11.03,5,70649.21652999973,8677686,327801.32,53363
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8318102,157813.66586999994,68124.20000000003,53293,15050.599999999986,64695,1463.9451800000006,127173,9357.175900000004,301308,0.0,0,63817.74478999992,7771633,324087.93,52598
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7503054,152919.87124999997,69426.05000000006,53298,16246.479999999983,70312,1422.3541300000002,129175,9598.56605,316230,6.08,3,56220.34106999994,6934036,308314.24,49842
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8029867,163633.98234999992,72886.14,58174,17440.74,75506,1462.0379599999994,132138,8956.497149999992,291909,9.26,4,62879.307239999915,7472136,348482.7,56122
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8209889,149125.1732499999,62522.22000000001,50234,14606.000000000007,67718,1480.5607599999998,148615,7895.779949999999,269170,0.0,0,62620.61253999988,7674152,334343.4,55080
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6252797,129138.17610999994,60458.789999999986,50937,14585.16,62885,1257.9470299999994,112936,7596.090199999983,268834,8.850000000000001,4,45231.33887999996,5757201,317784.71,51739
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,4845366,117863.41693999994,62157.58000000003,48033,14706.079999999993,61035,981.0666000000018,84365,5366.582800000002,222568,4.6,2,34647.507539999904,4429363,319198.82999999996,51021
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8313488,143046.8874899999,58057.54999999999,43898,14545.24000000001,61340,1523.377030000002,157064,5034.307800000002,210702,17.66,7,63868.75265999992,7840477,320751.75,52610
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8455896,146927.26038999978,59366.29999999994,45059,15086.079999999994,60909,1491.8557499999997,156716,5104.332599999991,214752,9.39,3,65869.30203999986,7978457,331175.61,53339
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8080485,148512.86675999983,61874.439999999995,49252,16025.250000000022,67600,1520.8877499999987,153180,5383.354799999988,226575,12.63,5,63696.304209999835,7583873,322460.63,51699
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8081830,155607.31947999983,67929.73000000001,53254,17337.909999999993,73950,1547.7732899999999,149420,4992.968399999999,211242,15.180000000000003,7,63783.75778999985,7593957,343713.58,54502
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8476687,156052.0006799999,62031.81000000005,48629,15069.400000000021,64351,1529.1741200000017,139916,14418.593399999992,444722,4.08,2,62998.943159999835,7779067,343546.66,52900
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8457421,157947.6153399999,64772.84999999998,49745,15254.780000000004,65492,1506.3630399999984,135347,17367.97289999999,531636,7.630000000000001,4,59038.01939999992,7675197,330146.73,50267
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9094878,164385.11010999992,64909.88000000006,50965,15005.740000000009,66254,1491.581099999999,131551,18879.35354999998,589566,5.44,2,64093.11545999986,8256540,340538.05,51482
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9160405,167166.87016999983,66172.92999999995,50977,14844.860000000013,63760,1547.0092300000008,126019,20528.908350000016,636742,10.5,5,64062.66258999985,8282902,341007.24,51323
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9334506,169065.4091399998,64506.11999999998,49284,15740.079999999994,58890,2494.867609999995,167049,19507.148399999955,624044,12.93,8,66804.26312999986,8435231,333211.43,49908
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9475519,180539.08317999984,67826.01999999995,51920,15654.220000000012,59620,5000.305729999998,238786,17721.748499999958,596891,11.45,6,74325.33894999993,8528296,333209.32,50929
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9423021,180978.8958099999,69633.01000000005,53680,16246.230000000012,63795,5011.367599999998,250190,16002.412199999972,544571,6.470000000000001,2,74079.40600999986,8510783,345359.05,52977
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9580875,170214.21616515986,62779.85999999997,46714,13946.55999999999,55535,5124.552519999998,304792,14871.206999999962,505432,0.0,0,73492.03664515994,8668402,318747.78,49129
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9579543,168563.82020029993,60010.70000000001,44716,13035.820000000002,49541,5031.415450000001,305908,15912.130949999977,536140,9.61,4,74564.14380029993,8643234,300623.37,46600
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9595760,173602.94405415986,64976.57,49672,14177.029999999992,56843,4493.097705819999,300233,16572.015149999974,602770,8.75,3,73375.48119833988,8586239,350076.05000000005,52847
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9217641,173084.27326471,67083.33999999994,51007,16209.070000000005,67981,3440.353305779999,251860,16910.43089999997,626278,5.13,3,69435.9490589301,8220512,369177.12,56340
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9009436,169947.5627517701,65992.14000000004,49640,14891.760000000018,63310,3034.520318689999,225102,16378.981799999961,605458,19.71,9,69630.4506330801,8065917,360686.72,56323
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9553880,180780.92090231006,67340.42999999996,52344,15027.980000000005,63274,3125.676606360002,207161,16863.79139999998,627199,7.59,3,78415.45289595007,8603899,353068.19,54300
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9534110,186759.93999946007,70926.96000000005,55078,15665.430000000004,66759,3011.111961419999,192431,16184.931749999936,608407,16.42,7,80955.0862880401,8611428,370689.36,57134
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9628195,179940.7946799901,69398.53,54078,15428.26000000001,64474,2976.2080992299984,194316,14448.57974999999,548437,15.11,7,77674.10683076011,8766883,390580.33,61281
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8691653,161141.73036804993,65112.83999999994,50410,14311.339999999984,56428,2947.163533300001,205587,14826.425549999989,552924,8.870000000000001,5,63935.09128475004,7826299,372656.6,57706
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8381080,161103.61427508,67029.11999999995,53052,14601.020000000002,60215,3055.1444881899993,208134,13720.311299999988,517870,7.93,3,62690.08848689006,7541806,391561.63,60119
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8268399,158453.66372894007,65312.640000000014,51547,14870.539999999994,57723,3206.1828570099974,205568,15414.646349999985,564914,7.069999999999999,4,59642.584521930075,7388643,388021.3,60299
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7935747,154061.42132136994,64847.82999999994,49855,14313.42000000001,52331,3268.279858889998,195785,14311.591649999998,521535,0.0,0,57320.29981248,7116241,368263.68,57435
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7750919,157969.62882322998,69346.02999999998,52812,14935.940000000008,60171,3266.9332364700026,207684,15137.857199999973,554471,8.57,4,55274.29838676,6875777,367378.12,56273
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7718253,158298.63815487007,70115.63000000003,53574,15913.160000000013,66524,3196.8751619400005,195557,14286.856950000005,535113,4.26,2,54781.856042930005,6867483,380261.28,57945
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7839005,144236.58632718,59641.59000000001,46242,14098.190000000004,61497,3277.0913281199996,202783,12893.659049999986,477619,13.58,6,54312.475949060004,7050858,371754.44,57097
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7916637,146139.01034581,62033.42999999996,48976,13893.310000000003,59534,3612.0156673500014,221997,13501.873649999989,494024,8.579999999999998,4,53089.80102846006,7092102,365239.27,55719
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8074081,149401.11519535,66181.81999999996,52208,14347.720000000016,61641,2223.3761149099983,147113,13204.193249999978,488629,17.56,9,53426.44583044005,7324481,393945.77999999997,59167
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8694408,158250.65006098995,67424.01999999993,54490,15012.440000000008,66441,2814.1584416799997,169952,13164.276300000005,505742,10.11,5,59825.64531931,7897778,404459.17000000004,59496
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8331550,154749.7182142801,65406.28000000007,51869,15188.030000000013,64800,2654.744364750001,144398,12952.174800000008,506547,9.01,5,58539.47904953,7563931,390152.18,57426
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8014953,158398.67157370006,70088.14,53764,16340.310000000014,69402,2230.293222750002,117089,13601.429699999988,527803,2.18,2,56136.31865095005,7246893,368078.61,54120
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8554809,165711.9361659,71270.91999999997,55333,16862.75000000001,74008,2250.2075500099972,117375,12152.461649999965,489715,8.01,4,63167.58696589006,7818374,396534.9,56874
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9061559,162256.71963963,63851.86999999995,51974,15688.219999999998,69154,2511.0227433800014,147887,10779.66044999999,436763,11.45,5,69414.49644625004,8355776,443265.34,60603
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8866668,165195.87687608006,68001.72999999998,53618,15288.660000000007,69183,2551.579763180001,138816,11015.959949999997,447894,9.87,4,68328.07716290005,8157153,414132.08999999997,57421
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8512626,168781.02706134997,68996.28999999996,54354,15367.520000000013,68589,2748.110270189999,142465,11298.727349999985,452180,5.109999999999999,2,70365.26944115998,7795036,415439.08,56611
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8486843,168577.07435073992,68517.25999999995,54110,15401.350000000002,69148,2575.2072767499994,130593,11481.958799999988,463893,6.5,3,70594.79827398997,7769096,419360.32,56782
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7940532,162054.71343645008,67970.29000000007,51999,15448.239999999989,68074,2860.9173256300005,149947,11382.080249999992,464121,6.640000000000001,4,64386.545860820035,7206387,372279.51,53573
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7492783,165772.12919570005,72587.83000000007,55814,16820.070000000007,77302,2734.829403480001,146554,11824.31565000001,482352,0.0,0,61805.08414221997,6730761,368970.14,52423
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7465260,165690.58917498996,72681.62000000005,56511,17414.339999999993,81394,2831.5771667500017,146045,11452.403849999984,473236,12.329999999999998,5,61298.31815823991,6708069,383595.95999999996,54803
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7601871,157672.73961537995,67711.62,52830,15912.699999999993,74837,2195.101546809998,114707,10136.674200000003,412210,3.68,2,61712.96386856995,6947285,376467.76,54190
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7581675,155801.34424461,68127.62,52856,14075.729999999998,70064,2263.4272947,110714,11018.808750000011,437084,4.96,2,60310.79819990999,6910955,374178.47000000003,55050
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7548730,156401.56830886,70514.68000000001,53891,15035.250000000018,77256,1906.041569439999,114846,11042.872350000001,438158,10.48,5,57892.244389419975,6864574,383654.97000000003,57251
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7724849,157319.53758075996,69409.91,52514,13840.009999999998,69949,2237.7603984600005,129848,11120.707049999985,443036,8.05,3,60703.10013229999,7029499,370756.56,55152
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7902039,155735.8992135699,67137.52999999996,51240,13961.72999999998,66801,2103.8496178200003,122027,10918.888349999987,435820,16.75,7,61597.15124574999,7226144,358080.92,53383
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7580877,157731.87011883,70940.40000000004,55112,15107.76,74421,2001.4055173000024,115923,11625.07229999998,467660,6.68,3,58050.55230152998,6867758,360491.91000000003,53465
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7353985,161365.79735815007,75380.70000000007,58773,16663.649999999998,84622,2014.5912342499983,115919,11300.994600000015,463515,3.1,2,56002.76152389999,6631154,401899.2,59794
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7541639,152014.84001954,68629.59999999999,52751,14395.890000000009,76134,1992.4505783099999,129195,10331.2992,420072,12.16,5,56653.440241230004,6863482,392179.08999999997,58583
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7597867,150250.13313227994,67543.62000000002,51560,14238.789999999994,72366,1945.2319416199998,125025,10802.18459999999,437187,8.18,3,55712.126590659944,6911726,376627.63,55761
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7255963,151046.32603422995,68689.84000000001,52120,14587.829999999996,74584,2091.136351639999,134406,10827.465299999996,443449,3.33,2,54846.72438258995,6551402,379246.48000000004,55703
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7120339,149293.76270737007,67972.89000000007,50997,14069.750000000007,69543,2046.03098506,129523,10624.140300000003,429452,5.859999999999999,2,54575.09142230999,6440822,367852.44,54821
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7159572,149520.5233792799,69374.49999999996,51387,14264.169999999998,70040,1822.7513230600002,110740,10648.12829999999,425646,13.249999999999998,6,53397.72375621995,6501753,364389.5,52993
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6852255,154901.68548107005,73514.29000000002,55561,15607.340000000006,73566,2022.203902450001,112806,11268.078449999999,426404,7.19,3,52482.58312862,6183915,357082.92000000004,49840
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6688903,154544.2178034799,75385.39999999998,56497,15391.689999999991,76263,1890.6163249799993,108521,10454.399400000004,368825,0.0,0,51422.11207849993,6078797,374939.61,53009
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6927308,146721.93603195992,67774.59,50009,14517.640000000005,70836,1945.291551969997,116214,9780.340649999993,351963,8.67,4,52695.40382998993,6338282,364104.54,51412
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6736821,145623.73175436002,68111.88000000002,50981,14018.810000000009,66029,1774.5538055400011,102368,10022.58554999999,356068,11.48,5,51684.42239882002,6161370,346907.43,49449
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6338354,147122.11262339994,72223.07,52322,13764.6,67842,1542.920665489998,96766,9761.663549999994,354015,13.36,6,49816.49840790995,5767403,353321.31,49543
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,5495132,139772.22880147005,68541.81000000011,49184,13388.119999999984,59743,1421.2247305700007,89338,10292.962349999993,365524,4.88,2,46123.23172089995,4931341,354265.15,50311
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,4382970,129361.18481019998,67197.26000000002,47558,13079.949999999993,56451,1248.5404718100017,79205,10294.748099999995,338997,9.72,5,37530.96623838998,3860754,336753.39,46813
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,2099510,94464.57733047995,52731.599999999955,36338,11104.809999999992,51876,1445.608131329997,82620,11949.510599999989,301522,0.0,0,17233.048599150017,1627154,284253.94,40413
Brand CBrand GBrand LABrand LOBrand MBrand R,1977881,100560.91384710999,56100.12999999998,37220,12832.560000000016,60923,1708.1633724099975,100157,12985.677599999995,306489,0.0,0,16934.382874699993,1473092,269036.86000000004,37107
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,2558192,110064.19273015003,54268.56,35615,12072.240000000002,57288,10985.519947069999,301979,14459.534400000011,409179,0.0,0,18278.338383080027,1754131,272913.52,40383
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6992516,215343.97440417996,65643.02000000006,45858,12511.129999999997,64851,72444.12412415989,1294638,18472.093800000006,493406,0.0,0,46273.60648002001,5093763,290525.52999999997,42753
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9070119,239129.32972340958,72079.75999999998,51952,14397.260000000006,70577,55565.58388094973,1277790,31799.114999999954,827344,0.0,0,65287.61084245994,6842456,310310.69,45599
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9595187,242220.4543684897,72385.29999999997,51019,14864.179999999995,68433,48751.34307139978,1236995,38548.10579999995,1005910,0.0,0,67671.52549709001,7232830,309092.24,45296
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10302004,264747.28894973954,72430.65000000001,51652,15296.109999999993,69639,52886.30992269978,1378625,52716.32999999984,1238014,4.390000000000001,2,71413.49902703991,7564072,301474.02999999997,45493
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10599631,274251.64614381973,72581.44000000005,51464,15085.900000000003,70219,63134.54469175976,1647977,51595.8354,1263390,7.16,2,71846.76605205992,7566579,281168.37,42282
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10880640,275543.5400004695,71341.71,50412,15048.489999999993,69468,63969.34076918977,1802979,52730.60519999986,1375975,0.0,0,72453.39403127985,7581806,272883.27999999997,41689
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11185609,260666.92535628966,69565.49000000002,47691,14823.990000000007,71810,54852.41980079983,1642847,47447.774399999835,1282956,2.87,2,73974.38115548993,8140303,309094.0,48286
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10935374,254323.61169796973,68401.43,46543,14701.549999999985,68412,52746.90000484994,1462746,43911.110999999895,1193279,0.0,0,74562.6206931199,8164394,303974.02999999997,48830
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10627673,233421.23280705966,58719.06999999998,41632,13330.959999999986,65846,48932.3416555598,1429143,39449.88539999993,1095991,0.0,0,72988.97575149997,7995061,294867.01,47865
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10965296,239016.21825624967,60948.11999999997,42550,13435.280000000006,63289,48648.66354385989,1457344,40003.3679999999,1135710,5.69,3,75975.0967123899,8266400,295037.48,47699
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10938827,238237.99166248966,61659.21999999997,42429,12890.53999999999,63173,48123.643856529845,1447319,37902.41279999988,1101919,0.0,0,77662.17500595997,8283987,295498.04,48755
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10977350,241635.71049021973,62551.03999999996,43848,14511.009999999997,66841,48889.29858837984,1499394,39045.7841999999,1193732,5.58,2,76632.99770184001,8173533,283664.07999999996,46444
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10881379,234406.37934995975,65482.48999999996,47361,15583.280000000002,74096,42164.171038879955,1415666,35036.1803999999,1122628,0.0,0,76140.25791107994,8221628,310839.52999999997,51894
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10780301,219302.79746737966,60526.269999999975,43693,13490.040000000008,67446,37146.8242869799,1284380,31927.290599999913,1023730,7.95,3,76204.42258039986,8361049,315903.66000000003,53535
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10464406,224034.68895872976,61987.91999999994,45301,14093.400000000016,70959,38355.634667279905,1289895,33983.555399999896,1087982,9.12,4,75605.05889145,7970265,313110.7,52454
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10817333,225574.09901764969,59830.13999999988,43998,13988.59,65336,38031.21158652984,1306571,34445.81339999997,1091236,0.0,0,79278.34403112001,8310192,321579.77,53711
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10513534,226934.24769515975,58330.63999999992,42038,13692.030000000012,63143,37478.982937429915,1300864,34651.21499999992,1098069,5.27,2,82776.10975773,8009418,336595.23,53277
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10039449,216682.8515455497,56983.959999999934,40744,12530.459999999994,58552,37000.84735782989,1290807,33766.027799999865,1109054,4.75,2,76396.80638772002,7540290,341159.49,53576
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10072410,226643.0930523497,55976.65000000004,39902,13112.890000000001,58206,40658.58249617981,1406759,44645.73179999985,1379555,6.63,3,72242.60875616998,7187985,321314.21,50739
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9913914,221137.5483394098,59792.17000000003,44649,14038.370000000006,60859,38132.72290146988,1339526,35736.94919999991,1172914,0.0,0,73437.33623794,7295966,354711.67,55369
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10703205,219631.0639154299,57148.25999999998,42938,12466.240000000002,58347,33949.10015972992,1215504,29463.90359999994,975511,5.43,3,86598.13015570004,8410902,351248.35,56728
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10664408,225349.40390764968,60279.44999999994,44352,13814.100000000008,61360,34031.88735889989,1222209,31971.263999999926,1057836,6.66,3,85246.04254874992,8278648,350990.23,55689
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10675649,219799.41588255984,54611.98,42113,12729.45000000002,60713,34109.95943256991,1236692,32144.731199999907,1061334,0.0,0,86203.29524998998,8274797,357302.91,56481
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10303226,224694.85639713984,62757.13999999998,45405,11630.47000000002,49875,32257.668431239923,1188657,31794.708599999918,1040704,3.09,2,86251.77936590002,7978583,365500.0,55962
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9679831,217652.6331882698,61262.46999999996,44890,12945.08,66275,29823.915391489943,1132816,30241.38299999994,1001439,0.0,0,83379.78479677996,7434411,361352.44,55345
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9522170,227780.36686808974,62893.54,46521,14038.260000000007,68442,34513.79003512985,1221692,34740.94859999993,1108608,5.359999999999999,3,81588.46823295996,7076904,356760.67,54497
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9203425,207415.0547156298,55747.85000000002,40947,12608.889999999998,68232,29934.323307369912,1118369,32189.861999999925,1063249,0.0,0,76934.12940825996,6912628,378379.15,58795
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8650251,170529.19788386993,49951.09999999999,37982,11076.06,59086,12080.955107659976,656045,25559.209199999954,878079,9.86,4,71852.01357621001,7019055,394530.11,61281
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8897887,171490.56825523984,44624.14999999998,35676,8988.020000000004,49739,11576.12923197996,637071,31355.81699999992,1006081,6.23,2,74940.22202326,7169318,357750.26,56675
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8841341,175542.09834091988,48754.67,37900,8391.500000000004,47584,11673.907542869974,638610,30296.410799999918,991076,4.0600000000000005,2,76421.54999804996,7126169,366580.36,56042
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8570119,182636.47183737,57997.020000000106,41289,11483.67000000001,55993,11182.595074919956,617763,28600.439399999937,955066,8.04,3,73364.70736244998,6900005,364070.22000000003,53681
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8619993,186328.8452263199,59671.229999999974,39758,11403.349999999999,54026,10753.748610759976,598762,28218.68759999997,933293,0.0,0,76281.82901556,6994154,345557.86,50964
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8558507,191086.03010209987,61044.17999999999,41382,12226.149999999989,59677,11600.293201869981,641305,29565.48539999994,988446,0.0,0,76649.92150022999,6827697,326564.15,47116
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8976731,202963.81095909985,68142.65000000001,47407,12761.669999999995,64021,12721.787183899967,694790,33705.19259999992,1128310,4.890000000000001,2,75627.62117519997,7042201,361385.04,52292
